,Store#,County,City,County#,Total_Sales_2016_Q1,Sales_Mean_2016_Q1,Total_Liters_2016_Q1,Avg_PPL_2016_Q1,Zip_Code,Avg_Liters_2016_Q1,Avg_Margin_2016_Q1,Predicted 2016 TotalSales
745,4553,Franklin,SHEFFIELD,35.0,5634.06,125.201333333,552.0,12.2666666667,50475,11.666962963,3.80888888889,23551.7684039
746,4554,Woodbury,SIOUX CITY,97.0,9326.41,79.0373728814,598.1,5.0686440678,51103,17.9006053269,3.76830508475,35252.3536138
747,4555,Lee,DONNELLSON,56.0,1915.8,136.842857143,159.0,11.3571428571,52625,12.7596598639,3.44071428571,3486.29588387
748,4556,Wright,GOLDFIELD,99.0,6095.16,145.122857143,600.6,14.3,50542,11.9865986395,3.05452380952,18411.5934852
749,4557,Tama,TRAER,86.0,17333.3,61.4656028369,1655.62,5.8709929078,50675,13.6380209389,4.74865248227,79910.8277872
750,4558,Woodbury,SIOUX CITY,97.0,25787.69,91.1225795053,2176.71,7.69155477032,51105,16.8778663974,3.06144876325,98439.9648764
751,4559,Mitchell,OSAGE,66.0,28155.91,42.9861221374,2535.5,3.87099236641,50461,15.5975739731,4.21636641221,118946.33613
752,4560,Shelby,HARLAN,83.0,8679.19,87.6685858586,619.32,6.25575757576,51537,20.107965368,4.27252525253,38477.8919526
753,4561,Black Hawk,EVANSDALE,7.0,17772.43,240.167972973,1009.0,13.6351351351,50707,22.5756692407,7.8622972973,118760.71945
754,4562,Cedar,MECHANICSVILLE,16.0,6430.38,146.145,457.8,10.4045454545,52306,15.2246645022,3.13772727273,18847.9377026
755,4563,Sioux,IRETON,84.0,4499.34,71.4180952381,287.75,4.56746031746,51027,17.2207256236,5.10142857143,28883.0543075
756,4565,Woodbury,SIOUX CITY,97.0,14633.46,100.920413793,1112.49,7.67234482759,51106,16.7319441708,3.88268965517,60124.3930806
757,4566,Linn,CEDAR RAPIDS,57.0,23989.63,75.4390880503,1649.94,5.18849056604,52404,17.6053668763,3.8601572327,98185.4236405
758,4568,Woodbury,SIOUX CITY,97.0,39860.07,96.2803623188,2684.13,6.4834057971,51108,17.9218990108,4.36297101449,171169.326439
759,4569,O'Brien,SUTHERLAND,71.0,9845.16,136.738333333,807.5,11.2152777778,51058,13.1790939153,4.29402777778,46007.2525968
760,4571,Butler,ALLISON,12.0,4843.68,138.390857143,408.0,11.6571428571,50602,13.8199183673,3.30657142857,14555.3361996
761,4573,Fremont,HAMBURG,36.0,5727.55,114.551,394.15,7.883,51640,15.9481904762,3.8066,21820.0710121
762,4575,Story,SLATER,85.0,10349.55,86.24625,807.45,6.72875,50244,16.5078888889,3.90925,41873.240089
763,4576,Dickinson,ARNOLDS PARK,30.0,23566.47,87.6076951673,1693.47,6.29542750929,51331,16.2656434767,4.56524163569,104464.796757
764,4577,Dallas,WOODWARD,25.0,5977.98,85.3997142857,452.62,6.466,50276,14.8023401361,3.71785714286,21249.3889742
765,4578,Van Buren,FARMINGTON,89.0,8655.69,97.2549438202,609.69,6.8504494382,52626,16.5787105404,3.95943820225,35318.0711731
766,4580,Washington,WASHINGTON,92.0,11551.85,43.1039179104,865.17,3.22824626866,52353,20.1085856432,3.34343283582,39223.2530208
767,4582,Dickinson,SPIRIT LAKE,30.0,6756.33,40.4570658683,571.47,3.4219760479,51360,16.3949786142,3.30892215569,18705.2653412
768,4584,Butler,DUMONT,12.0,6236.27,53.3014529915,618.62,5.28735042735,50602,13.1431013431,3.87085470085,23409.497192
769,4585,Dubuque,FARLEY,31.0,6572.1,124.001886792,495.0,9.33962264151,52046,15.3880682839,3.99490566038,28095.6714545
770,4588,Woodbury,SIOUX CITY,97.0,72797.56,139.192275335,4085.59,7.81183556405,51103,20.5917185651,3.68028680688,303541.32085
771,4589,Osceola,SIBLEY,72.0,9300.93,72.1002325581,862.01,6.68224806202,51249,15.3186526394,4.41015503876,42777.5373357
772,4590,Black Hawk,CEDAR FALLS,7.0,7102.42,116.433114754,547.2,8.97049180328,50613,14.04230484,3.43262295082,24148.4181969
773,4591,Wright,CLARION,99.0,6328.3,129.148979592,453.9,9.26326530612,50525,15.4708551992,4.23857142857,29633.8750227
774,4592,Palo Alto,EMMETSBURG,74.0,14108.9,50.7514388489,1218.95,4.38471223022,50536,16.5614662556,4.89118705036,67111.0486701
775,4594,Polk,DES MOINES,77.0,10352.83,33.5043042071,732.74,2.37132686084,50312,18.344102327,2.82828478964,28246.202264
776,4595,Polk,DES MOINES,77.0,16719.95,66.8798,1037.63,4.15052,50321,19.6578552381,2.9846,57645.5948786
777,4596,Polk,DES MOINES,77.0,13470.65,48.6305054152,872.96,3.1514801444,50317,19.2574282276,2.87700361011,42301.3379787
778,4597,Polk,DES MOINES,77.0,26868.43,54.2796565657,1858.74,3.75503030303,50315,19.436006734,2.786,98170.7934026
779,4598,Polk,DES MOINES,77.0,11526.07,39.6084879725,755.55,2.59639175258,50317,19.1709834724,3.00457044674,35190.2638187
780,4599,Polk,DES MOINES,77.0,21875.57,51.1111448598,1567.48,3.6623364486,50317,18.9704272363,2.94273364486,78726.2017
781,4600,Polk,DES MOINES,77.0,14660.82,102.523216783,1252.13,8.75615384615,50317,13.7514685315,4.30895104895,65314.7316679
782,4601,Polk,DES MOINES,77.0,15162.47,43.9491884058,1010.55,2.92913043478,50317,16.9803064182,3.94782608696,60779.1811107
783,4602,Mills,PACIFIC JUNCTION,65.0,27069.99,114.219367089,1841.97,7.77202531646,51561,18.0243801487,5.81831223629,133352.075076
784,4603,Polk,DES MOINES,77.0,14365.78,43.4011480363,964.43,2.9136858006,50320,16.8933103151,4.01525679758,58129.5054416
785,4604,Jasper,NEWTON,50.0,60578.99,33.1394912473,4730.69,2.587904814,50208,17.7399247161,4.78509846827,261267.93366
786,4605,Linn,MARION,57.0,11014.79,84.7291538462,806.0,6.2,52302,16.1986959707,3.85123076923,43807.7064638
787,4607,Clayton,GUTTENBERG,22.0,7480.16,120.647741935,550.5,8.87903225806,52052,15.94906298,4.04193548387,32210.3656449
788,4608,Pottawattamie,COUNCIL BLUFFS,78.0,14632.53,65.3237946429,1044.15,4.66138392857,51503,19.206832483,4.14325892857,61461.3262453
789,4609,Polk,ANKENY,77.0,11107.25,62.4002808989,816.55,4.58735955056,50023,16.3648261102,4.2043258427,47198.0692415
790,4610,Pocahontas,FONDA,76.0,3773.32,188.666,259.5,12.975,50540,15.6805,4.929,28007.0703901
791,4612,Scott,DAVENPORT,82.0,6405.68,84.2852631579,525.9,6.91973684211,52802,17.818339599,3.84671052632,24649.2597435
792,4613,Carroll,CARROLL,14.0,13446.16,85.6443312102,1344.95,8.56656050955,51401,12.147992114,3.78808917197,54530.57045
793,4615,Cerro Gordo,MASON CITY,17.0,102262.61,156.126122137,8422.17,12.8582748092,50401,17.2680519811,4.63141984733,440498.292334
794,4617,Polk,DES MOINES,77.0,81756.77,72.1595498676,4901.25,4.32590467785,50317,20.6214132308,4.93963812886,353144.990741
795,4619,Lee,FORT MADISON,56.0,34668.61,61.6879181495,2448.73,4.35717081851,52627,18.3457100491,3.4706227758,138700.516045
796,4620,Adair,FONTANELLE,1.0,13920.05,123.186283186,1094.88,9.68920353982,50846,19.0936198904,6.49522123894,85998.5975696
797,4621,Story,MAXWELL,85.0,7814.46,139.543928571,703.5,12.5625,50161,12.0214965986,4.00196428571,34960.445988
798,4622,Polk,DES MOINES,77.0,18624.15,51.0250684932,1281.17,3.51005479452,50320,18.7825335943,2.87545205479,64209.8155551
799,4623,Dallas,VAN METER,25.0,2765.7,115.2375,275.1,11.4625,50261,12.0600396825,3.14208333333,3932.99066477
800,4624,Linn,HIAWATHA,57.0,9806.04,72.1032352941,613.86,4.51367647059,52233,19.5633648459,3.20823529412,31025.6796764
801,4626,Pottawattamie,COUNCIL BLUFFS,78.0,15826.01,63.8145564516,1113.06,4.48814516129,51501,17.6265994624,3.89669354839,63781.0983781
802,4627,Jasper,SULLY,50.0,4141.56,197.217142857,231.0,11.0,50251,19.9352380952,5.19571428571,31464.6711377
803,4628,Fayette,OELWEIN,33.0,24199.51,133.698950276,1811.97,10.0108839779,50662,16.0401867929,4.99149171271,113473.425497
804,4629,Mills,GLENWOOD,65.0,20449.76,87.7672103004,1469.04,6.30489270386,51534,16.8488187206,3.81094420601,83252.8692825
805,4630,Scott,DAVENPORT,82.0,43021.97,162.347056604,2974.28,11.2236981132,52803,16.8426289308,3.63116981132,178968.384341
806,4631,Black Hawk,CEDAR FALLS,7.0,7846.3,95.6865853659,663.24,8.08829268293,50613,17.2664692218,4.16012195122,34639.7020376
807,4633,Pottawattamie,CARTER LAKE,78.0,21676.15,69.6982315113,1387.95,4.46286173633,51510,18.5254409738,3.74302250804,86820.4642318
808,4634,Linn,CEDAR RAPIDS,57.0,12575.55,63.8352791878,839.85,4.26319796954,52402,18.5963415518,3.62573604061,47057.3650923
809,4635,Linn,CEDAR RAPIDS,57.0,7288.68,75.1410309278,474.53,4.89206185567,52405,20.0344428081,3.22443298969,20754.3235352
810,4636,Linn,CEDAR RAPIDS,57.0,13729.78,64.7631132075,808.25,3.8125,52402,21.9184478886,3.45669811321,49906.9141129
811,4637,Linn,CEDAR RAPIDS,57.0,16922.79,42.0964925373,1254.33,3.1202238806,52404,18.2875906183,3.14945273632,59769.4672511
812,4638,Scott,DAVENPORT,82.0,64335.29,137.762933619,4020.81,8.60987152034,52804,19.4066834914,3.57839400428,267115.513739
813,4640,Scott,DAVENPORT,82.0,36086.05,150.987656904,1636.58,6.84761506276,52807,25.212671847,4.2109623431,153789.244014
814,4641,Polk,DES MOINES,77.0,19560.04,45.3829234339,1453.71,3.37287703016,50315,17.5204728759,3.79220417633,77891.2315891
815,4642,Black Hawk,WATERLOO,7.0,29701.11,104.581373239,1983.75,6.98503521127,50701,19.1185236419,4.34507042254,128337.175561
816,4643,Montgomery,RED OAK,69.0,6654.62,147.880444444,410.4,9.12,51566,18.8656296296,4.13244444444,29808.4794383
817,4644,Scott,DAVENPORT,82.0,30179.27,86.9719596542,2474.93,7.13236311239,52803,18.7904418828,2.66340057637,112455.18764
818,4645,Scott,ELDRIDGE,82.0,5431.11,46.8199137931,442.95,3.81853448276,52748,14.9237848933,3.38068965517,14068.5334531
819,4647,Black Hawk,WATERLOO,7.0,20906.18,101.48631068,1429.15,6.93762135922,50707,18.0801629681,3.14859223301,78404.6706043
820,4648,Black Hawk,WATERLOO,7.0,99135.67,230.548069767,3879.84,9.02288372093,50703,26.6535863787,4.7213255814,426421.142325
821,4650,Kossuth,SWEA CITY,55.0,11394.96,118.6975,1001.15,10.4286458333,50590,12.2703670635,4.77,57258.26886
822,4651,Hamilton,JEWELL,40.0,7768.53,52.8471428571,810.79,5.51557823129,50130,15.0686815679,3.70870748299,28253.8912774
823,4652,Scott,DAVENPORT,82.0,60383.32,160.59393617,2750.63,7.31550531915,52803,24.5350405268,4.32220744681,257762.144526
824,4653,Greene,JEFFERSON,37.0,5080.99,90.7319642857,409.5,7.3125,50129,16.3881632653,3.62553571429,16882.4528178
825,4654,Adair,STUART,1.0,15709.61,97.5752173913,1128.6,7.0099378882,50250,16.5127210884,4.42068322981,70098.4602458
826,4655,Jasper,PRAIRIE CITY,50.0,5675.79,84.7132835821,451.05,6.73208955224,50228,14.6399573561,3.20373134328,14607.2734554
827,4656,Story,AMES,85.0,3653.15,74.5540816327,287.63,5.87,50010,17.8177162293,3.7306122449,11286.7265222
828,4657,Grundy,WELLSBURG,38.0,5928.18,118.5636,617.55,12.351,50680,12.3034095238,3.8186,24937.47313
829,4658,Hardin,IOWA FALLS,42.0,5079.06,153.910909091,366.6,11.1090909091,50126,17.7915728716,3.89696969697,21595.3263346
830,4659,Grundy,CONRAD,38.0,3115.41,69.2313333333,250.55,5.56777777778,50621,15.0857777778,3.69577777778,8499.741842
831,4660,Linn,CEDAR RAPIDS,57.0,18702.71,138.538592593,864.13,6.40096296296,52403,23.5488500882,3.98,77731.1587569
832,4661,Polk,GRIMES,77.0,8126.37,47.8021764706,537.68,3.16282352941,50111,20.334232493,3.13905882353,22548.7778658
833,4662,Linn,CEDAR RAPIDS,57.0,12877.91,54.1088655462,1086.61,4.56558823529,52405,17.0426090436,3.73205882353,49614.8331325
834,4663,Dubuque,PEOSTA,31.0,6402.0,120.79245283,460.1,8.68113207547,52068,15.8007008086,3.32962264151,19952.475972
835,4664,Boone,BOONE,8.0,6445.92,189.585882353,525.6,15.4588235294,50036,13.9696918768,3.43058823529,24466.5602883
836,4665,Polk,ANKENY,77.0,13004.58,119.308073394,1012.5,9.28899082569,50021,13.5821930974,4.55917431193,61253.139211
837,4667,Madison,BEVINGTON,61.0,9136.48,57.103,669.74,4.185875,50033,17.3983035714,3.8339375,34728.7578148
838,4668,Cerro Gordo,CLEAR LAKE,17.0,32706.73,77.3208747045,2965.25,7.01004728132,50428,14.3594765282,4.47612293144,142436.487532
839,4669,Polk,DES MOINES,77.0,35909.49,173.475797101,361.65,1.74710144928,50312,90.1882988268,11.5660869565,229198.050017
840,4670,Bremer,TRIPOLI,9.0,35202.75,62.085978836,2968.61,5.23564373898,50676,14.6240614764,4.7212345679,154740.860072
841,4673,Lee,WEST POINT,56.0,52211.62,147.908271955,3285.5,9.30736543909,52656,16.688684743,5.63345609065,238236.619441
842,4674,Story,AMES,85.0,14486.2,76.2431578947,1025.27,5.39615789474,50010,17.341037594,3.83889473684,57943.4168705
843,4675,Story,AMES,85.0,11390.31,75.4325165563,776.09,5.13966887417,50010,18.1157994324,4.0519205298,47029.0349887
844,4676,Woodbury,SIOUX CITY,97.0,19955.04,60.8385365854,1209.68,3.68804878049,51101,22.0514851916,4.58551829268,88187.3146734
845,4677,Johnson,CORALVILLE,52.0,223113.36,1320.19739645,12117.0,71.6982248521,52241,25.4270047901,8.38343195266,1018921.91436
846,4678,Dallas,ADEL,25.0,45900.25,141.231538462,3876.77,11.9285230769,50003,14.4893274725,4.48418461538,200571.305372
847,4679,Linn,CEDAR RAPIDS,57.0,10080.78,186.681111111,637.5,11.8055555556,52402,18.2821164021,4.6312962963,50889.0171065
848,4684,Warren,INDIANOLA,91.0,21581.18,118.577912088,1867.3,10.2598901099,50125,13.7447017268,3.55142857143,87151.6820787
849,4685,Dubuque,Dubuque,31.0,8315.59,125.993787879,450.9,6.83181818182,52001,24.7610606061,4.35318181818,38081.255541
850,4686,Clinton,CLINTON,23.0,5029.48,46.1420183486,406.09,3.72559633028,52732,18.1391197029,2.00889908257,-2330.79788917
851,4687,Linn,CEDAR RAPIDS,57.0,10992.41,85.878203125,837.95,6.546484375,52402,16.2462574405,3.742578125,42718.2672013
852,4688,Carroll,CARROLL,14.0,12887.7,144.805617978,966.6,10.8606741573,51401,15.4213108614,4.50640449438,60949.4500672
853,4689,Lee,FORT MADISON,56.0,2768.1,173.00625,147.0,9.1875,52627,19.9205952381,5.864375,31943.7528743
854,4690,Jackson,BALDWIN,49.0,7297.21,101.350138889,653.02,9.06972222222,52207,13.3081944444,3.56430555556,26425.4233604
855,4692,Lee,KEOKUK,56.0,6841.86,139.629795918,477.4,9.74285714286,52632,15.7216763848,4.38755102041,33623.6374244
856,4694,Scott,DAVENPORT,82.0,22446.62,93.1395020747,1393.13,5.78062240664,52806,18.6069907133,3.75215767635,90802.1053454
857,4695,Polk,ALTOONA,77.0,8663.18,131.26030303,580.06,8.78878787879,50009,17.1663023088,4.69575757576,44147.6609082
858,4696,Polk,WEST DES MOINES,77.0,13115.6,41.2440251572,868.81,2.73210691824,50266,18.6453444145,2.90018867925,40849.3427628
859,4697,Johnson,IOWA CITY,52.0,83064.58,254.020122324,3755.3,11.4840978593,52240,23.3768408158,4.20079510703,354201.934035
860,4698,Jefferson,FAIRFIELD,51.0,13059.83,104.47864,940.0,7.52,52556,19.1246285714,4.6644,61762.6447573
861,4699,Scott,BETTENDORF,82.0,5146.8,111.886956522,356.82,7.75695652174,52722,17.9677225673,4.67239130435,28560.440817
862,4700,Butler,ALLISON,12.0,8442.41,71.5458474576,801.57,6.79296610169,50602,13.230173527,4.2756779661,37769.703706
863,4701,Boone,BOONE,8.0,5359.38,105.085882353,584.62,11.4631372549,50036,16.2370494865,4.1368627451,25511.9129181
864,4702,Webster,FORT DODGE,94.0,8386.7,178.440425532,557.62,11.8642553191,50501,17.4420263425,4.85659574468,46174.0178075
865,4703,Woodbury,SIOUX CITY,97.0,9673.86,122.453924051,604.94,7.65746835443,51101,20.719138035,4.3264556962,43924.8415826
866,4704,Pottawattamie,COUNCIL BLUFFS,78.0,19256.66,100.820209424,1625.83,8.51219895288,51501,15.1785489903,3.54434554974,76426.1223003
867,4705,Johnson,CORALVILLE,52.0,12388.74,147.485,826.8,9.84285714286,52241,16.6871031746,4.91047619048,62673.3642931
868,4706,Clinton,CLINTON,23.0,2920.02,153.685263158,202.5,10.6578947368,52732,15.0038095238,4.90210526316,23006.8534087
869,4707,Clinton,CLINTON,23.0,2983.56,149.178,228.0,11.4,52732,14.6275238095,5.4025,28978.287483
870,4708,Mills,GLENWOOD,65.0,28369.98,125.530884956,2500.5,11.064159292,51534,12.4102317741,4.72053097345,128686.577706
871,4709,Story,AMES,85.0,9519.84,111.998117647,652.8,7.68,50010,18.1695098039,5.05764705882,51099.308087
872,4710,Dubuque,DUBUQUE,31.0,8282.5,111.925675676,620.0,8.37837837838,52002,16.1471042471,5.00783783784,45679.0217285
873,4711,Dubuque,DUBUQUE,31.0,10402.98,144.485833333,764.4,10.6166666667,52002,14.9091137566,4.93597222222,54934.8749553
874,4712,Dubuque,DUBUQUE,31.0,14953.38,69.8756074766,1074.22,5.01971962617,52001,18.2155473965,4.77177570093,69704.0284701
875,4713,Johnson,CORALVILLE,52.0,12486.18,148.645,758.25,9.02678571429,52241,18.102244898,5.00345238095,63686.9546334
876,4714,Warren,INDIANOLA,91.0,4424.52,158.018571429,298.8,10.6714285714,50125,18.0558758503,4.60392857143,26177.4683809
877,4715,Polk,WEST DES MOINES,77.0,8882.21,136.649384615,650.1,10.0015384615,50265,15.285003663,4.50415384615,43606.1300002
878,4716,Clay,SPENCER,21.0,1346.1,168.2625,109.5,13.6875,51301,14.9326190476,5.2175,21186.3242233
879,4717,Scott,BETTENDORF,82.0,3527.13,92.8192105263,273.0,7.18421052632,52722,14.2126817043,5.29921052632,28147.5584025
880,4718,Polk,WEST DES MOINES,77.0,11115.75,126.315340909,776.98,8.82931818182,50266,16.640995671,4.66431818182,54183.5172764
881,4719,Polk,WEST DES MOINES,77.0,11288.46,152.546756757,667.5,9.02027027027,50265,18.1275160875,4.85013513514,56989.8003475
882,4720,Lucas,CHARITON,59.0,10220.88,146.012571429,822.0,11.7428571429,50049,13.1175442177,4.53185714286,50387.6780077
883,4721,Des Moines,BURLINGTON,29.0,5470.64,156.304,291.0,8.31428571429,52601,21.1135782313,4.97885714286,33469.6183323
884,4722,Des Moines,BURLINGTON,29.0,7519.8,187.995,495.0,12.375,56201,18.8214285714,4.27825,36579.2663214
885,4723,Black Hawk,CEDAR FALLS,7.0,9240.78,181.191764706,623.1,12.2176470588,50613,17.8398039216,4.87588235294,50154.6705588
886,4724,Jasper,NEWTON,50.0,11735.76,160.763835616,723.3,9.90821917808,50208,18.2855936073,5.04301369863,61364.7950346
887,4725,Polk,ANKENY,77.0,19157.88,64.0731772575,1447.03,4.83956521739,50023,17.6635340022,4.37120401338,83084.351192
888,4726,Polk,ANKENY,77.0,15549.06,114.331323529,1186.1,8.72132352941,50021,14.2738620448,4.47985294118,70873.6503553
889,4727,Polk,ANKENY,77.0,16601.64,158.110857143,1057.5,10.0714285714,50021,17.4190113379,4.87742857143,80212.6192744
890,4728,Johnson,IOWA CITY,52.0,10171.06,143.254366197,651.4,9.17464788732,52240,18.4158316566,4.98,53735.015591
891,4730,Polk,JOHNSTON,77.0,10876.68,134.28,669.6,8.26666666667,50131,18.6668253968,4.7150617284,53446.8801292
892,4731,Polk,CLIVE,77.0,12675.84,164.621298701,711.3,9.23766233766,50325,19.1634894867,5.02272727273,64794.6061482
893,4732,Polk,CLIVE,77.0,11145.78,166.354925373,634.5,9.47014925373,50325,18.5671641791,5.45641791045,63082.2157412
894,4733,Polk,URBANDALE,77.0,23441.15,153.210130719,1561.85,10.2081699346,50322,16.3972953626,4.68777777778,107121.349292
895,4734,Polk,URBANDALE,77.0,16548.78,146.449380531,1326.0,11.7345132743,50322,14.1472229246,4.70442477876,78938.1200953
896,4735,Wapello,OTTUMWA,90.0,8607.06,191.268,603.9,13.42,52501,18.302047619,4.52266666667,44281.6157294
897,4736,Linn,MARION,57.0,10104.12,160.382857143,706.5,11.2142857143,52302,18.8317762661,4.76222222222,52103.1605576
898,4737,Buena Vista,STORM LAKE,11.0,2233.07,131.357058824,144.5,8.5,50588,15.6524089636,4.88647058824,18905.473343
899,4738,Pottawattamie,COUNCIL BLUFFS,78.0,6871.43,81.8027380952,498.65,5.93630952381,51501,18.1400680272,3.55702380952,23047.9775518
900,4739,Pottawattamie,COUNCIL BLUFFS,78.0,7972.56,150.425660377,421.5,7.95283018868,51503,20.6632524708,5.0841509434,44982.2231964
901,4740,Pottawattamie,COUNCIL BLUFFS,78.0,16423.2,159.448543689,968.1,9.39902912621,51501,17.9921359223,4.91825242718,79573.2767303
902,4741,Pottawattamie,COUNCIL BLUFFS,78.0,9906.0,133.864864865,780.0,10.5405405405,51503,14.1801801802,4.64432432432,49683.9419503
903,4742,Pottawattamie,COUNCIL BLUFFS,78.0,3778.4,102.118918919,364.75,9.85810810811,51501,10.9963963964,3.81837837838,14665.5156291
904,4743,Pottawattamie,COUNCIL BLUFFS,78.0,39090.48,116.340714286,3788.86,11.2763690476,51503,13.5372179705,4.46967261905,171359.220271
905,4744,Linn,CEDAR RAPIDS,57.0,15512.64,143.635555556,1121.7,10.3861111111,52402,16.8675220459,4.72694444444,74158.6589398
906,4745,Linn,CEDAR RAPIDS,57.0,10194.83,107.314,869.72,9.15494736842,52404,15.4217418546,4.42515789474,47896.6509975
907,4746,Muscatine,MUSCATINE,70.0,9610.62,160.177,619.8,10.33,52761,17.8439484127,4.8735,50785.2400431
908,4747,Scott,DAVENPORT,82.0,20291.16,143.90893617,1384.5,9.81914893617,52803,15.895960824,5.30638297872,100249.238353
909,4748,Scott,DAVENPORT,82.0,10380.67,125.068313253,653.6,7.87469879518,52807,18.3461962134,4.74987951807,51537.3389627
910,4749,Scott,DAVENPORT,82.0,6642.5,162.012195122,439.6,10.7219512195,52804,17.696271777,4.56,35094.4379605
911,4750,Scott,DAVENPORT,82.0,4806.24,155.04,270.6,8.72903225806,52807,19.028187404,4.71,27990.9110423
912,4751,Scott,DAVENPORT,82.0,4043.1,106.397368421,283.5,7.46052631579,52806,16.764962406,5.24552631579,29884.2854282
913,4752,Des Moines,BURLINGTON,29.0,51969.06,181.076864111,2513.0,8.75609756098,52655,22.3204098225,3.91017421603,218532.80177
914,4753,Adair,ADAIR,1.0,1446.74,85.1023529412,96.1,5.65294117647,50002,17.8003921569,3.76176470588,2202.21394183
915,4754,Bremer,WAVERLY,9.0,5050.27,109.788478261,337.62,7.33956521739,50677,18.1871428571,4.61739130435,27365.1039242
916,4755,Cerro Gordo,MASON CITY,17.0,8801.82,172.584705882,475.5,9.32352941176,50401,19.5132773109,5.16901960784,50046.7188292
917,4756,Marshall,MARSHALLTOWN,64.0,7383.91,111.877424242,451.0,6.83333333333,50158,19.6499278499,5.13121212121,42463.6497447
918,4757,Polk,BONDURANT,77.0,28859.8,39.4798905609,2117.11,2.89618331053,50035,18.2783792587,4.45578659371,124008.621307
919,4759,Black Hawk,WATERLOO,7.0,5157.33,95.5061111111,351.95,6.51759259259,50703,17.4871164021,4.52703703704,26457.3325105
920,4760,Black Hawk,WATERLOO,7.0,11202.48,153.458630137,765.0,10.4794520548,50701,15.8880626223,4.90575342466,57920.8759094
921,4761,Black Hawk,WATERLOO,7.0,6164.34,158.06,387.0,9.92307692308,50701,17.5737851038,4.18102564103,28643.2009808
922,4762,Winneshiek,FORT ATKINSON,96.0,22731.51,71.7082334385,1851.8,5.84164037855,52144,13.4705828451,5.05889589905,105998.19347
923,4764,Webster,FORT DODGE,94.0,35618.36,75.9453304904,2516.16,5.3649466951,50501,18.4760122855,4.58931769723,155147.450579
924,4765,Dubuque,DUBUQUE,31.0,6328.93,87.9018055556,333.68,4.63444444444,52001,20.8956018519,3.31055555556,17499.9972991
925,4766,Dubuque,DUBUQUE,31.0,3928.38,145.495555556,202.3,7.49259259259,52003,22.076366843,3.62148148148,12060.2647725
926,4767,Polk,ANKENY,77.0,10210.26,58.3443428571,799.81,4.57034285714,50023,17.8141741497,4.25188571429,43911.9221765
927,4768,Polk,URBANDALE,77.0,8446.16,98.2111627907,684.7,7.96162790698,50322,14.9448062016,4.08744186047,36334.3154828
928,4769,Howard,ELMA,45.0,20720.28,153.483555556,1765.75,13.0796296296,50628,12.9683633157,5.43251851852,104971.825113
929,4770,Black Hawk,HUDSON,7.0,8898.34,164.784074074,664.2,12.3,50643,15.2577954145,3.87222222222,38023.2117058
930,4771,Linn,CEDAR RAPIDS,57.0,9924.01,68.4414482759,669.65,4.61827586207,52402,19.1412216749,3.60117241379,35772.8634862
931,4773,Polk,WEST DES MOINES,77.0,10260.2,23.1607223476,714.59,1.61306997743,50265,17.6433580565,3.72550790068,37079.7072628
932,4774,Emmet,ESTHERVILLE,32.0,11342.84,101.275357143,969.25,8.65401785714,51334,15.4234693878,3.45330357143,42116.6603928
933,4775,Humboldt,DAKOTA CITY,46.0,4738.7,76.4306451613,429.95,6.93467741935,50529,16.3399078341,3.10451612903,9688.66364096
934,4777,O'Brien,PAULLINA,71.0,7105.67,122.511551724,692.97,11.9477586207,51046,14.536272578,4.37448275862,35654.7347309
935,4779,Ringgold,MOUNT AYR,80.0,4319.22,93.8960869565,323.89,7.04108695652,50854,15.9062215321,3.5752173913,12999.1344357
936,4780,Hancock,BRITT,41.0,6523.56,103.548571429,525.75,8.34523809524,50423,15.7603325775,4.0180952381,27661.8113543
937,4781,Sac,EARLY,81.0,5564.46,99.3653571429,414.3,7.39821428571,50535,15.6347789116,3.93410714286,22261.8081182
938,4782,Decatur,LAMONI,27.0,9888.24,96.9435294118,667.35,6.54264705882,50140,16.7499766573,3.49852941176,35447.6845044
939,4783,Palo Alto,EMMETSBURG,74.0,8393.58,164.58,684.0,13.4117647059,50536,14.8265359477,3.90980392157,36827.2761467
940,4785,Pottawattamie,AVOCA,78.0,13694.86,163.034047619,958.35,11.4089285714,51521,16.2938151927,4.03,59528.3407869
941,4786,Madison,WINTERSET,61.0,3352.63,124.171481481,197.45,7.31296296296,50273,18.2814814815,4.06222222222,14253.7952687
942,4787,Johnson,SWISHER,52.0,12124.34,78.2215483871,840.75,5.42419354839,52338,17.430218126,5.19,62425.7758606
943,4788,Linn,CEDAR RAPIDS,57.0,11655.03,125.322903226,837.75,9.00806451613,52405,16.0177777778,5.04655913978,60630.3159312
944,4789,Marion,BUSSEY,63.0,4697.7,117.4425,539.4,13.485,50044,9.5547797619,2.1875,2856.74125284
945,4790,Des Moines,MEDIAPOLIS,29.0,3943.91,57.158115942,230.7,3.34347826087,52405,20.6768184955,4.13985507246,15675.9536607
946,4791,Woodbury,SIOUX CITY,97.0,1344.0,134.4,130.5,13.05,51106,10.7620952381,4.559,13834.8138565
947,4792,Dallas,DE SOTO,25.0,6083.52,148.378536585,450.3,10.9829268293,50069,14.7515911731,4.13,28264.9496841
948,4793,Lee,FORT MADISON,56.0,9778.25,52.0119680851,575.97,3.06367021277,52627,19.637710233,3.83632978723,36925.1894656
949,4794,Des Moines,BURLINGTON,29.0,71469.91,68.1964790076,4252.92,4.05812977099,52601,19.4652183297,4.31767175573,302948.782379
